## BEGIN HEADER
#
##------------------------------------------------------------------------------
## Origin Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#SOURCE:   "Ocean Networks Canada Data Archive"  / Citation Author
#HTTP:      http://www.oceannetworks.ca          / Citation Publication Site
#HOME:     "University of Victoria, Canada"      / Citation Publication Location
#FLDATE:    2025-07-28T20:59:16.510Z  / File Creation Date = Date for Citation
#CITATION: "Ocean Networks Canada Society. 2024. Cambridge Bay Conductivity Temperature Depth Deployed 2024-08-29. Ocean Networks Canada Society. https://doi.org/10.34943/83c71dca-11d5-41f4-81c1-fa03bfb1f4a8. Subset Query: 31682819. Accessed 2025-07-28."  / Citation Title
#METADATF:  CambridgeBay_UnderwaterNetwork_ConductivityTemperatureDepth_20250701T000000Z_20250702T000000Z-clean_MinMax1minute_CSV_META.xml  / Metadata file name
#SEARCHID:  51625886                             / DMAS Search ID from Oceans3.0
#
##------------------------------------------------------------------------------
## Location Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#STNNAME:   OceanNetworksCanada-Arctic-CambridgeBay-UnderwaterNetwork  / Station Name 
#STNCODE:   CBYIP                                / Station Code 
#LATITUDE:     69.113000                         / Latitude North
#LONGITUDE:  -105.064500                         / Longitude East
#DEPTH:         9.0                              / Depth (m)
#
##------------------------------------------------------------------------------
## Device Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#DEVCAT: Conductivity Temperature Depth          / Device Category
#DEVTOT:    1  / Total number of Device Deployments contributing to data
#
#DEPLDATE1: 2025-07-01T00:00:00.000Z             / Device 1 Deployment Date
#DEVNAME1: "Sea-Bird SeaCAT SBE19plus V2 7128"   / Device Name of Device 1
#DEVCODE1:  SBECTD19p7128                        / Device Code of Device 1
#DEVID1:    23830                                / Device ID of Device 1
#
##------------------------------------------------------------------------------
## Data Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#DATEFROM:  2025-07-01T00:00:00.000Z             / Data Start Time
#DATETO:    2025-07-02T00:00:00.000Z             / Data End Time
#PERIODTOT: 1                                    / Number of Sample Periods
#PERIODST1: 2024-03-19T00:00:00.000Z             / Sample Period 1 Start Time
#PERIOD1:   1                                    / Sensor Sample Period 1 (s)
#RESAMPPRD: 60                                   / Resample Period (s)
#RESAMPTYP: Min/Max                              / Resample Type
#RESAMPMIN: 70%  / Minimum percent valid data per resample
#RESAMPDCR: Minimum and maximum values within resample period  / Resample Description
#TOTSAMPLE: 1440                                 / Samples in File
#TOTSMPEXP: 1440                                 / Samples expected
#DPOPTGAPS: None  / Data Gaps: None - Do not fill gaps 
#DPOPTQC:   Clean  / Quality Control: Clean Data - replace data that have QAQC flags 3 or 4 with NaNs 
#QAREMARK:  None                                 / Quality Assurance Remarks
#
#"QC Flag (0-9): 0 = no QC; 1 = good; 2 = probably good, use with caution; 3 = probably bad; 4 = bad; 6 = bad down-sampling; 7 = Averaged value; 8 = Interpolated Value; 9 = Missing Value (NaN). See metadata for more information."
#"Time UTC (yyyy-mm-ddThh:mm:ss.fffZ)", "Conductivity Count", "Conductivity Max Value", "Conductivity Max Date", "Conductivity Max QC Flag", "Conductivity Min Value", "Conductivity Min Date", "Conductivity Min QC Flag", "Density Count", "Density Max Value", "Density Max Date", "Density Max QC Flag", "Density Min Value", "Density Min Date", "Density Min QC Flag", "Depth Count", "Depth Max Value", "Depth Max Date", "Depth Max QC Flag", "Depth Min Value", "Depth Min Date", "Depth Min QC Flag", "Practical Salinity Count", "Practical Salinity Max Value", "Practical Salinity Max Date", "Practical Salinity Max QC Flag", "Practical Salinity Min Value", "Practical Salinity Min Date", "Practical Salinity Min QC Flag", "Pressure Count", "Pressure Max Value", "Pressure Max Date", "Pressure Max QC Flag", "Pressure Min Value", "Pressure Min Date", "Pressure Min QC Flag", "Sigma-t Count", "Sigma-t Max Value", "Sigma-t Max Date", "Sigma-t Max QC Flag", "Sigma-t Min Value", "Sigma-t Min Date", "Sigma-t Min QC Flag", "Sigma-theta (0 dbar) Count", "Sigma-theta (0 dbar) Max Value", "Sigma-theta (0 dbar) Max Date", "Sigma-theta (0 dbar) Max QC Flag", "Sigma-theta (0 dbar) Min Value", "Sigma-theta (0 dbar) Min Date", "Sigma-theta (0 dbar) Min QC Flag", "Sound Speed Count", "Sound Speed Max Value", "Sound Speed Max Date", "Sound Speed Max QC Flag", "Sound Speed Min Value", "Sound Speed Min Date", "Sound Speed Min QC Flag", "Temperature Count", "Temperature Max Value", "Temperature Max Date", "Temperature Max QC Flag", "Temperature Min Value", "Temperature Min Date", "Temperature Min QC Flag"
## END HEADER
2025-07-01T10:08:30.000Z, 60, 2.38702, 2025-07-01T10:08:44.091Z, 1, 2.38574, 2025-07-01T10:08:06.087Z, 1, 60, 1022.738955834, 2025-07-01T10:08:37.087Z, 1, 1022.69542691, 2025-07-01T10:08:22.086Z, 1, 60, 9.34, 2025-07-01T10:08:59.086Z, 1, 9.34, 2025-07-01T10:08:59.086Z, 1, 60, 28.2874, 2025-07-01T10:08:37.087Z, 1, 28.2351, 2025-07-01T10:08:22.086Z, 1, 60, 9.438, 2025-07-01T10:08:39.086Z, 1, 9.435, 2025-07-01T10:08:55.086Z, 1, 60, 22.693443979, 2025-07-01T10:08:37.087Z, 1, 22.649913602, 2025-07-01T10:08:22.086Z, 1, 60, 22.693450561, 2025-07-01T10:08:37.087Z, 1, 22.649920365, 2025-07-01T10:08:22.086Z, 1, 60, 1440.066, 2025-07-01T10:08:56.087Z, 1, 1439.894, 2025-07-01T10:08:07.086Z, 1, 60, -0.0427, 2025-07-01T10:08:55.086Z, 1, -0.0887, 2025-07-01T10:08:07.086Z, 1
2025-07-01T10:09:30.000Z, 60, 2.38821, 2025-07-01T10:09:59.087Z, 1, 2.38641, 2025-07-01T10:09:10.086Z, 1, 60, 1022.743414099, 2025-07-01T10:09:16.086Z, 1, 1022.693890568, 2025-07-01T10:09:48.085Z, 1, 60, 9.34, 2025-07-01T10:09:59.087Z, 1, 9.34, 2025-07-01T10:09:59.087Z, 1, 60, 28.2926, 2025-07-01T10:09:16.086Z, 1, 28.2344, 2025-07-01T10:09:48.085Z, 1, 60, 9.437, 2025-07-01T10:09:54.085Z, 1, 9.435, 2025-07-01T10:09:56.085Z, 1, 60, 22.697895448, 2025-07-01T10:09:16.086Z, 1, 22.648395515, 2025-07-01T10:09:48.085Z, 1, 60, 22.69790199, 2025-07-01T10:09:16.086Z, 1, 22.648402448, 2025-07-01T10:09:48.085Z, 1, 60, 1440.187, 2025-07-01T10:09:48.085Z, 1, 1439.883, 2025-07-01T10:09:16.086Z, 1, 60, -0.0136, 2025-07-01T10:09:48.085Z, 1, -0.0952, 2025-07-01T10:09:16.086Z, 1
2025-07-01T10:10:30.000Z, 60, 2.38934, 2025-07-01T10:10:52.099Z, 1, 2.38821, 2025-07-01T10:10:11.085Z, 1, 60, 1022.702209861, 2025-07-01T10:10:00.085Z, 1, 1022.626627441, 2025-07-01T10:10:59.085Z, 1, 60, 9.34, 2025-07-01T10:10:59.085Z, 1, 9.34, 2025-07-01T10:10:59.085Z, 1, 60, 28.2445, 2025-07-01T10:10:00.085Z, 1, 28.1552, 2025-07-01T10:10:59.085Z, 1, 60, 9.438, 2025-07-01T10:10:46.085Z, 1, 9.435, 2025-07-01T10:10:22.085Z, 1, 60, 22.656714056, 2025-07-01T10:10:00.085Z, 1, 22.581146347, 2025-07-01T10:10:59.085Z, 1, 60, 22.65672097, 2025-07-01T10:10:00.085Z, 1, 22.581153793, 2025-07-01T10:10:59.085Z, 1, 60, 1440.57, 2025-07-01T10:10:59.085Z, 1, 1440.175, 2025-07-01T10:10:00.085Z, 1, 60, 0.091, 2025-07-01T10:10:59.085Z, 1, -0.0191, 2025-07-01T10:10:00.085Z, 1
2025-07-01T10:11:30.000Z, 60, 2.38931, 2025-07-01T10:11:07.085Z, 1, 2.38887, 2025-07-01T10:11:20.084Z, 1, 60, 1022.628683799, 2025-07-01T10:11:04.084Z, 1, 1022.597046761, 2025-07-01T10:11:54.084Z, 1, 60, 9.34, 2025-07-01T10:11:59.097Z, 1, 9.34, 2025-07-01T10:11:59.097Z, 1, 60, 28.1576, 2025-07-01T10:11:04.084Z, 1, 28.1201, 2025-07-01T10:11:54.084Z, 1, 60, 9.438, 2025-07-01T10:11:50.084Z, 1, 9.435, 2025-07-01T10:11:42.085Z, 1, 60, 22.583206629, 2025-07-01T10:11:04.084Z, 1, 22.551578628, 2025-07-01T10:11:54.084Z, 1, 60, 22.583214054, 2025-07-01T10:11:04.084Z, 1, 22.551586257, 2025-07-01T10:11:54.084Z, 1, 60, 1440.703, 2025-07-01T10:11:54.084Z, 1, 1440.556, 2025-07-01T10:11:04.084Z, 1, 60, 0.1294, 2025-07-01T10:11:54.084Z, 1, 0.0872, 2025-07-01T10:11:04.084Z, 1
2025-07-01T10:12:30.000Z, 60, 2.38945, 2025-07-01T10:12:46.083Z, 1, 2.38912, 2025-07-01T10:12:18.084Z, 1, 60, 1022.598768093, 2025-07-01T10:12:00.084Z, 1, 1022.567592331, 2025-07-01T10:12:53.083Z, 1, 60, 9.34, 2025-07-01T10:12:59.085Z, 1, 9.34, 2025-07-01T10:12:59.085Z, 1, 60, 28.1221, 2025-07-01T10:12:00.084Z, 1, 28.0852, 2025-07-01T10:12:53.083Z, 1, 60, 9.438, 2025-07-01T10:12:50.084Z, 1, 9.436, 2025-07-01T10:12:58.084Z, 1, 60, 22.553294416, 2025-07-01T10:12:00.084Z, 1, 22.522132574, 2025-07-01T10:12:53.083Z, 1, 60, 22.553302029, 2025-07-01T10:12:00.084Z, 1, 22.522140394, 2025-07-01T10:12:53.083Z, 1, 60, 1440.838, 2025-07-01T10:12:53.083Z, 1, 1440.691, 2025-07-01T10:12:00.084Z, 1, 60, 0.1686, 2025-07-01T10:12:53.083Z, 1, 0.1263, 2025-07-01T10:12:00.084Z, 1
2025-07-01T10:13:30.000Z, 60, 2.38957, 2025-07-01T10:13:59.083Z, 1, 2.38931, 2025-07-01T10:13:00.083Z, 1, 60, 1022.569720971, 2025-07-01T10:13:00.083Z, 1, 1022.563243159, 2025-07-01T10:13:25.083Z, 1, 60, 9.34, 2025-07-01T10:13:59.083Z, 1, 9.34, 2025-07-01T10:13:59.083Z, 1, 60, 28.0877, 2025-07-01T10:13:00.083Z, 1, 28.0801, 2025-07-01T10:13:47.083Z, 1, 60, 9.438, 2025-07-01T10:13:58.088Z, 1, 9.436, 2025-07-01T10:13:57.083Z, 1, 60, 22.524255685, 2025-07-01T10:13:00.083Z, 1, 22.517784989, 2025-07-01T10:13:47.083Z, 1, 60, 22.524263489, 2025-07-01T10:13:00.083Z, 1, 22.517792845, 2025-07-01T10:13:25.083Z, 1, 60, 1440.865, 2025-07-01T10:13:48.083Z, 1, 1440.827, 2025-07-01T10:13:00.083Z, 1, 60, 0.1756, 2025-07-01T10:13:48.083Z, 1, 0.1654, 2025-07-01T10:13:00.083Z, 1
2025-07-01T10:14:30.000Z, 60, 2.38962, 2025-07-01T10:14:13.083Z, 1, 2.3894, 2025-07-01T10:14:46.082Z, 1, 60, 1022.571040791, 2025-07-01T10:14:16.082Z, 1, 1022.566448774, 2025-07-01T10:14:28.083Z, 1, 60, 9.34, 2025-07-01T10:14:59.083Z, 1, 9.34, 2025-07-01T10:14:59.083Z, 1, 60, 28.0894, 2025-07-01T10:14:16.082Z, 1, 28.0839, 2025-07-01T10:14:28.083Z, 1, 60, 9.438, 2025-07-01T10:14:57.096Z, 1, 9.436, 2025-07-01T10:14:59.083Z, 1, 60, 22.525580835, 2025-07-01T10:14:16.082Z, 1, 22.520989713, 2025-07-01T10:14:28.083Z, 1, 60, 22.525588649, 2025-07-01T10:14:16.082Z, 1, 22.520997549, 2025-07-01T10:14:28.083Z, 1, 60, 1440.852, 2025-07-01T10:14:00.083Z, 1, 1440.834, 2025-07-01T10:14:39.082Z, 1, 60, 0.1716, 2025-07-01T10:14:27.084Z, 1, 0.1667, 2025-07-01T10:14:39.082Z, 1
2025-07-01T10:15:30.000Z, 60, 2.38957, 2025-07-01T10:15:59.084Z, 1, 2.38945, 2025-07-01T10:15:40.102Z, 1, 60, 1022.569442892, 2025-07-01T10:15:20.082Z, 1, 1022.5671544, 2025-07-01T10:15:58.082Z, 1, 60, 9.34, 2025-07-01T10:15:59.084Z, 1, 9.34, 2025-07-01T10:15:59.084Z, 1, 60, 28.0875, 2025-07-01T10:15:20.082Z, 1, 28.0848, 2025-07-01T10:15:58.082Z, 1, 60, 9.438, 2025-07-01T10:15:55.087Z, 1, 9.436, 2025-07-01T10:15:39.097Z, 1, 60, 22.523978564, 2025-07-01T10:15:20.082Z, 1, 22.521690797, 2025-07-01T10:15:58.082Z, 1, 60, 22.52398639, 2025-07-01T10:15:20.082Z, 1, 22.521698639, 2025-07-01T10:15:58.082Z, 1, 60, 1440.855, 2025-07-01T10:15:58.082Z, 1, 1440.842, 2025-07-01T10:15:46.082Z, 1, 60, 0.1721, 2025-07-01T10:15:58.082Z, 1, 0.1687, 2025-07-01T10:15:46.082Z, 1
2025-07-01T10:16:30.000Z, 60, 2.38965, 2025-07-01T10:16:14.081Z, 1, 2.3893, 2025-07-01T10:16:58.086Z, 1, 60, 1022.56773684, 2025-07-01T10:16:01.083Z, 1, 1022.562564446, 2025-07-01T10:16:58.086Z, 1, 60, 9.34, 2025-07-01T10:16:59.081Z, 1, 9.34, 2025-07-01T10:16:59.081Z, 1, 60, 28.0855, 2025-07-01T10:16:02.082Z, 1, 28.0792, 2025-07-01T10:16:58.086Z, 1, 60, 9.439, 2025-07-01T10:16:56.081Z, 1, 9.436, 2025-07-01T10:16:37.086Z, 1, 60, 22.522268363, 2025-07-01T10:16:02.082Z, 1, 22.51710104, 2025-07-01T10:16:58.086Z, 1, 60, 22.522276204, 2025-07-01T10:16:01.083Z, 1, 22.517108889, 2025-07-01T10:16:58.086Z, 1, 60, 1440.867, 2025-07-01T10:16:29.081Z, 1, 1440.854, 2025-07-01T10:16:03.097Z, 1, 60, 0.1757, 2025-07-01T10:16:29.081Z, 1, 0.1717, 2025-07-01T10:16:02.082Z, 1
2025-07-01T10:17:30.000Z, 60, 2.38965, 2025-07-01T10:17:58.080Z, 1, 2.38929, 2025-07-01T10:17:02.086Z, 1, 60, 1022.56451482, 2025-07-01T10:17:14.081Z, 1, 1022.560720092, 2025-07-01T10:17:59.081Z, 1, 60, 9.34, 2025-07-01T10:17:59.081Z, 1, 9.34, 2025-07-01T10:17:59.081Z, 1, 60, 28.0816, 2025-07-01T10:17:14.081Z, 1, 28.0772, 2025-07-01T10:17:59.081Z, 1, 60, 9.439, 2025-07-01T10:17:21.081Z, 1, 9.437, 2025-07-01T10:17:56.081Z, 1, 60, 22.519051469, 2025-07-01T10:17:14.081Z, 1, 22.515253684, 2025-07-01T10:17:59.081Z, 1, 60, 22.519059318, 2025-07-01T10:17:14.081Z, 1, 22.515261573, 2025-07-01T10:17:59.081Z, 1, 60, 1440.887, 2025-07-01T10:17:59.081Z, 1, 1440.854, 2025-07-01T10:17:05.081Z, 1, 60, 0.1813, 2025-07-01T10:17:59.081Z, 1, 0.1734, 2025-07-01T10:17:05.081Z, 1
2025-07-01T10:18:30.000Z, 60, 2.38985, 2025-07-01T10:18:30.085Z, 1, 2.38962, 2025-07-01T10:18:01.080Z, 1, 60, 1022.560639548, 2025-07-01T10:18:00.081Z, 1, 1022.550683592, 2025-07-01T10:18:59.083Z, 1, 60, 9.34, 2025-07-01T10:18:59.083Z, 1, 9.34, 2025-07-01T10:18:59.083Z, 1, 60, 28.0771, 2025-07-01T10:18:03.080Z, 1, 28.0654, 2025-07-01T10:18:59.083Z, 1, 60, 9.44, 2025-07-01T10:18:57.080Z, 1, 9.437, 2025-07-01T10:18:40.081Z, 1, 60, 22.515173131, 2025-07-01T10:18:00.081Z, 1, 22.505215839, 2025-07-01T10:18:59.083Z, 1, 60, 22.51518102, 2025-07-01T10:18:00.081Z, 1, 22.505223808, 2025-07-01T10:18:59.083Z, 1, 60, 1440.944, 2025-07-01T10:18:59.083Z, 1, 1440.887, 2025-07-01T10:18:01.080Z, 1, 60, 0.1968, 2025-07-01T10:18:59.083Z, 1, 0.1813, 2025-07-01T10:18:01.080Z, 1
2025-07-01T10:19:30.000Z, 60, 2.39096, 2025-07-01T10:19:59.079Z, 1, 2.38981, 2025-07-01T10:19:00.080Z, 1, 60, 1022.550016283, 2025-07-01T10:19:00.080Z, 1, 1022.532495389, 2025-07-01T10:19:59.079Z, 1, 60, 9.34, 2025-07-01T10:19:59.079Z, 1, 9.34, 2025-07-01T10:19:59.079Z, 1, 60, 28.0646, 2025-07-01T10:19:00.080Z, 1, 28.0445, 2025-07-01T10:19:59.079Z, 1, 60, 9.44, 2025-07-01T10:19:59.079Z, 1, 9.438, 2025-07-01T10:19:48.079Z, 1, 60, 22.504543877, 2025-07-01T10:19:00.080Z, 1, 22.487032244, 2025-07-01T10:19:59.079Z, 1, 60, 22.504551851, 2025-07-01T10:19:00.080Z, 1, 22.487040426, 2025-07-01T10:19:59.079Z, 1, 60, 1441.097, 2025-07-01T10:19:59.079Z, 1, 1440.946, 2025-07-01T10:19:00.080Z, 1, 60, 0.2357, 2025-07-01T10:19:59.079Z, 1, 0.1976, 2025-07-01T10:19:00.080Z, 1
2025-07-01T10:20:30.000Z, 60, 2.39252, 2025-07-01T10:20:59.078Z, 1, 2.39099, 2025-07-01T10:20:00.079Z, 1, 60, 1022.532390186, 2025-07-01T10:20:01.080Z, 1, 1022.507158774, 2025-07-01T10:20:59.078Z, 1, 60, 9.35, 2025-07-01T10:20:59.078Z, 1, 9.34, 2025-07-01T10:20:58.078Z, 1, 60, 28.0444, 2025-07-01T10:20:01.080Z, 1, 28.0154, 2025-07-01T10:20:59.078Z, 1, 60, 9.442, 2025-07-01T10:20:47.079Z, 1, 9.439, 2025-07-01T10:20:55.079Z, 1, 60, 22.486927233, 2025-07-01T10:20:01.080Z, 1, 22.461703779, 2025-07-01T10:20:59.078Z, 1, 60, 22.48693542, 2025-07-01T10:20:01.080Z, 1, 22.46171226, 2025-07-01T10:20:59.078Z, 1, 60, 1441.308, 2025-07-01T10:20:59.078Z, 1, 1441.1, 2025-07-01T10:20:01.080Z, 1, 60, 0.2894, 2025-07-01T10:20:59.078Z, 1, 0.2364, 2025-07-01T10:20:01.080Z, 1
2025-07-01T10:21:30.000Z, 60, 2.39501, 2025-07-01T10:21:59.081Z, 1, 2.39257, 2025-07-01T10:21:00.078Z, 1, 60, 1022.506277014, 2025-07-01T10:21:00.078Z, 1, 1022.481720538, 2025-07-01T10:21:59.081Z, 1, 60, 9.35, 2025-07-01T10:21:59.081Z, 1, 9.34, 2025-07-01T10:21:47.079Z, 1, 60, 28.0144, 2025-07-01T10:21:00.078Z, 1, 27.9868, 2025-07-01T10:21:59.081Z, 1, 60, 9.442, 2025-07-01T10:21:59.081Z, 1, 9.44, 2025-07-01T10:21:47.079Z, 1, 60, 22.460827322, 2025-07-01T10:21:00.078Z, 1, 22.436277388, 2025-07-01T10:21:59.081Z, 1, 60, 22.460835814, 2025-07-01T10:21:00.078Z, 1, 22.436286257, 2025-07-01T10:21:59.081Z, 1, 60, 1441.579, 2025-07-01T10:21:59.081Z, 1, 1441.316, 2025-07-01T10:21:00.078Z, 1, 60, 0.356, 2025-07-01T10:21:59.081Z, 1, 0.2914, 2025-07-01T10:21:00.078Z, 1
2025-07-01T10:22:30.000Z, 60, 2.39774, 2025-07-01T10:22:59.078Z, 1, 2.39502, 2025-07-01T10:22:00.092Z, 1, 60, 1022.482627956, 2025-07-01T10:22:01.079Z, 1, 1022.457032849, 2025-07-01T10:22:59.078Z, 1, 60, 9.35, 2025-07-01T10:22:59.078Z, 1, 9.34, 2025-07-01T10:22:19.078Z, 1, 60, 27.9879, 2025-07-01T10:22:01.079Z, 1, 27.9593, 2025-07-01T10:22:59.078Z, 1, 60, 9.443, 2025-07-01T10:22:57.078Z, 1, 9.44, 2025-07-01T10:22:19.078Z, 1, 60, 22.437184726, 2025-07-01T10:22:01.079Z, 1, 22.411607001, 2025-07-01T10:22:59.078Z, 1, 60, 22.437193593, 2025-07-01T10:22:01.079Z, 1, 22.41161628, 2025-07-01T10:22:59.078Z, 1, 60, 1441.861, 2025-07-01T10:22:59.078Z, 1, 1441.578, 2025-07-01T10:22:01.079Z, 1, 60, 0.4247, 2025-07-01T10:22:59.078Z, 1, 0.3554, 2025-07-01T10:22:01.079Z, 1
2025-07-01T10:23:30.000Z, 60, 2.39975, 2025-07-01T10:23:56.077Z, 1, 2.39762, 2025-07-01T10:23:13.078Z, 1, 60, 1022.459529218, 2025-07-01T10:23:09.078Z, 1, 1022.437982218, 2025-07-01T10:23:53.077Z, 1, 60, 9.35, 2025-07-01T10:23:59.077Z, 1, 9.35, 2025-07-01T10:23:59.077Z, 1, 60, 27.9622, 2025-07-01T10:23:09.078Z, 1, 27.938, 2025-07-01T10:23:53.077Z, 1, 60, 9.444, 2025-07-01T10:23:54.077Z, 1, 9.441, 2025-07-01T10:23:17.078Z, 1, 60, 22.414097603, 2025-07-01T10:23:09.078Z, 1, 22.392564159, 2025-07-01T10:23:53.077Z, 1, 60, 22.414106859, 2025-07-01T10:23:09.078Z, 1, 22.392573745, 2025-07-01T10:23:53.077Z, 1, 60, 1442.071, 2025-07-01T10:23:55.077Z, 1, 1441.845, 2025-07-01T10:23:09.078Z, 1, 60, 0.4761, 2025-07-01T10:23:55.077Z, 1, 0.4205, 2025-07-01T10:23:09.078Z, 1
2025-07-01T10:24:30.000Z, 60, 2.40138, 2025-07-01T10:24:39.077Z, 1, 2.39933, 2025-07-01T10:24:02.077Z, 1, 60, 1022.449227965, 2025-07-01T10:24:04.077Z, 1, 1022.427055843, 2025-07-01T10:24:39.077Z, 1, 60, 9.35, 2025-07-01T10:24:59.079Z, 1, 9.35, 2025-07-01T10:24:59.079Z, 1, 60, 27.9511, 2025-07-01T10:24:04.077Z, 1, 27.9262, 2025-07-01T10:24:39.077Z, 1, 60, 9.445, 2025-07-01T10:24:25.077Z, 1, 9.442, 2025-07-01T10:24:26.081Z, 1, 60, 22.403805727, 2025-07-01T10:24:04.077Z, 1, 22.381647367, 2025-07-01T10:24:39.077Z, 1, 60, 22.403815208, 2025-07-01T10:24:04.077Z, 1, 22.381657187, 2025-07-01T10:24:39.077Z, 1, 60, 1442.223, 2025-07-01T10:24:39.077Z, 1, 1441.999, 2025-07-01T10:24:04.077Z, 1, 60, 0.5124, 2025-07-01T10:24:39.077Z, 1, 0.4567, 2025-07-01T10:24:04.077Z, 1
2025-07-01T10:25:30.000Z, 60, 2.40282, 2025-07-01T10:25:59.076Z, 1, 2.40083, 2025-07-01T10:25:00.076Z, 1, 60, 1022.437601039, 2025-07-01T10:25:00.076Z, 1, 1022.430217337, 2025-07-01T10:25:53.076Z, 1, 60, 9.35, 2025-07-01T10:25:59.076Z, 1, 9.35, 2025-07-01T10:25:59.076Z, 1, 60, 27.9384, 2025-07-01T10:25:15.076Z, 1, 27.9307, 2025-07-01T10:25:53.076Z, 1, 60, 9.445, 2025-07-01T10:25:55.076Z, 1, 9.442, 2025-07-01T10:25:44.076Z, 1, 60, 22.392187601, 2025-07-01T10:25:00.076Z, 1, 22.384807793, 2025-07-01T10:25:53.076Z, 1, 60, 22.392197297, 2025-07-01T10:25:00.076Z, 1, 22.384817702, 2025-07-01T10:25:53.076Z, 1, 60, 1442.29, 2025-07-01T10:25:56.077Z, 1, 1442.142, 2025-07-01T10:25:00.076Z, 1, 60, 0.5255, 2025-07-01T10:25:56.077Z, 1, 0.4914, 2025-07-01T10:25:00.076Z, 1
2025-07-01T10:26:30.000Z, 60, 2.40437, 2025-07-01T10:26:57.076Z, 1, 2.40285, 2025-07-01T10:26:00.076Z, 1, 60, 1022.43477634, 2025-07-01T10:26:54.076Z, 1, 1022.430977957, 2025-07-01T10:26:13.076Z, 1, 60, 9.35, 2025-07-01T10:26:59.075Z, 1, 9.35, 2025-07-01T10:26:59.075Z, 1, 60, 27.9372, 2025-07-01T10:26:54.076Z, 1, 27.932, 2025-07-01T10:26:13.076Z, 1, 60, 9.445, 2025-07-01T10:26:31.077Z, 1, 9.442, 2025-07-01T10:26:55.076Z, 1, 60, 22.389372171, 2025-07-01T10:26:54.076Z, 1, 22.385570588, 2025-07-01T10:26:13.076Z, 1, 60, 22.389382207, 2025-07-01T10:26:54.076Z, 1, 22.385580548, 2025-07-01T10:26:13.076Z, 1, 60, 1442.383, 2025-07-01T10:26:59.075Z, 1, 1442.29, 2025-07-01T10:26:00.076Z, 1, 60, 0.5448, 2025-07-01T10:26:59.075Z, 1, 0.5247, 2025-07-01T10:26:00.076Z, 1
2025-07-01T10:27:30.000Z, 60, 2.40593, 2025-07-01T10:27:59.077Z, 1, 2.40429, 2025-07-01T10:27:00.075Z, 1, 60, 1022.446467378, 2025-07-01T10:27:22.075Z, 1, 1022.431730923, 2025-07-01T10:27:00.075Z, 1, 60, 9.35, 2025-07-01T10:27:59.077Z, 1, 9.35, 2025-07-01T10:27:59.077Z, 1, 60, 27.9512, 2025-07-01T10:27:22.075Z, 1, 27.9336, 2025-07-01T10:27:00.075Z, 1, 60, 9.445, 2025-07-01T10:27:59.077Z, 1, 9.442, 2025-07-01T10:27:35.075Z, 1, 60, 22.40106124, 2025-07-01T10:27:22.075Z, 1, 22.386332314, 2025-07-01T10:27:00.075Z, 1, 60, 22.401071222, 2025-07-01T10:27:22.075Z, 1, 22.386342369, 2025-07-01T10:27:00.075Z, 1, 60, 1442.44, 2025-07-01T10:27:59.077Z, 1, 1442.337, 2025-07-01T10:27:19.075Z, 1, 60, 0.5535, 2025-07-01T10:27:59.077Z, 1, 0.5302, 2025-07-01T10:27:19.075Z, 1
2025-07-01T10:28:30.000Z, 60, 2.40702, 2025-07-01T10:28:44.094Z, 1, 2.40601, 2025-07-01T10:28:00.075Z, 1, 60, 1022.446085494, 2025-07-01T10:28:07.075Z, 1, 1022.433199132, 2025-07-01T10:28:45.095Z, 1, 60, 9.35, 2025-07-01T10:28:59.093Z, 1, 9.35, 2025-07-01T10:28:59.093Z, 1, 60, 27.9518, 2025-07-01T10:28:07.075Z, 1, 27.9371, 2025-07-01T10:28:45.095Z, 1, 60, 9.445, 2025-07-01T10:28:59.093Z, 1, 9.442, 2025-07-01T10:28:58.098Z, 1, 60, 22.400685632, 2025-07-01T10:28:07.075Z, 1, 22.387800896, 2025-07-01T10:28:45.095Z, 1, 60, 22.400695766, 2025-07-01T10:28:07.075Z, 1, 22.387811196, 2025-07-01T10:28:45.095Z, 1, 60, 1442.547, 2025-07-01T10:28:45.095Z, 1, 1442.442, 2025-07-01T10:28:07.075Z, 1, 60, 0.5794, 2025-07-01T10:28:45.095Z, 1, 0.5524, 2025-07-01T10:28:07.075Z, 1
